sep=;
Office Code;IA Number;National Number;Event Type;Event Date;
US;PCT/EP2022/083868;18716312;D;;
US;PCT/EP2023/052018;18716528;G;;
US;PCT/CN2021/095039;17312397;W;;
US;PCT/EP2022/080412;18700313;C;;
US;PCT/CN2022/105405;18289241;R;;
US;PCT/US2021/046356;18553528;W;;
US;PCT/CN2022/123533;18710217;D;;
US;PCT/KR2022/016368;18702941;G;;
US;PCT/JP2023/023096;18571264;W;;
US;PCT/FR2022/052010;18704397;C;;
US;PCT/CN2021/116562;18687148;R;;
US;PCT/EP2022/079544;18698141;W;;
US;PCT/EP2022/077164;18698416;D;;
US;PCT/KR2022/018904;18707449;G;;
US;PCT/CN2022/122143;18701277;W;;
US;PCT/KR2022/017434;18708083;C;;
US;PCT/JP2022/002223;18698543;R;;
US;PCT/CN2022/081385;18684901;W;;
US;PCT/KR2022/015418;18700863;D;;
US;PCT/GB2022/053022;18698674;G;;
US;PCT/EP2022/074429;18687505;W;;
US;PCT/EP2022/025231;18559955;C;;
US;PCT/CN2022/124873;18700983;R;;
US;PCT/EP2022/073817;18687850;W;;
US;PCT/EP2022/076838;18705273;D;;
US;PCT/US2023/070857;18274066;G;;
US;PCT/US2022/048914;18706542;W;;
US;PCT/JP2022/026315;18692926;C;;
US;PCT/CN2022/125935;18703208;R;;
US;PCT/CN2021/136329;18294284;W;;
US;PCT/JP2021/003907;18273982;D;;
US;PCT/EP2022/067599;18574779;G;;
US;PCT/JP2022/037648;18699664;W;;
US;PCT/EP2022/069406;18682983;C;;
US;PCT/JP2021/002774;18274116;R;;
US;PCT/EP2022/073541;18687165;W;;
US;PCT/CN2022/109603;18577149;D;;
US;PCT/EP2022/075497;18684400;G;;
US;PCT/US2022/014204;18274019;W;;
US;PCT/CN2022/117272;18706106;R;;
US;PCT/CN2023/094828;18703375;W;;
US;PCT/CN2021/123568;18700919;D;;
US;PCT/EP2022/079578;18704015;G;;
US;PCT/US2022/074463;18294646;W;;
US;PCT/US2022/049055;18704008;R;;
US;PCT/US2023/012494;18835051;W;;
US;PCT/JP2022/037568;18699133;D;;
US;PCT/CN2021/129708;18696266;G;;
US;PCT/CA2022/051588;18705071;W;;
US;PCT/IB2022/057745;18684482;R;;
US;PCT/US2023/010023;18572371;C;;
US;PCT/CN2023/101763;18724324;D;;
US;PCT/US2022/050391;18711058;G;;
US;PCT/JP2022/045735;18693426;R;;
US;PCT/US2022/078394;18701357;C;;
US;PCT/IL2022/050997;18691980;D;;
US;PCT/JP2022/037891;18699468;G;;
US;PCT/JP2022/036874;18709238;R;;
US;PCT/US2022/047480;18703089;C;;
US;PCT/KR2022/015070;18708002;D;;
US;PCT/CN2022/135601;18707897;G;;
US;PCT/KR2023/000389;18708064;R;;
US;PCT/CN2023/121260;18699281;C;;
US;PCT/CN2023/070030;18686517;D;;
US;PCT/EP2022/076743;18692929;G;;
US;PCT/KR2022/013329;18690037;C;;
US;PCT/AT2022/060363;18692836;R;;
US;PCT/JP2022/036804;18699683;C;;
US;PCT/US2022/078285;18694257;D;;
US;PCT/IL2022/050974;18689937;G;;
US;PCT/EP2022/074239;18687136;C;;
US;PCT/JP2022/029776;18684891;R;;
US;PCT/EP2021/051634;18274015;C;;
US;PCT/EP2022/073906;18684785;D;;
US;PCT/US2022/043040;18690370;G;;
US;PCT/CN2022/112157;18705594;C;;
US;PCT/US2024/014079;18690015;R;;
US;PCT/IB2022/059561;18699185;C;;
US;PCT/US2022/049902;18710812;D;;
US;PCT/EP2022/072789;18682495;G;;
US;PCT/JP2022/036353;18695500;C;;
US;PCT/JP2022/029810;18682415;R;;
US;PCT/US2022/048221;18704325;C;;
US;PCT/AU2022/051272;18702593;D;;
US;PCT/EP2022/067748;18576288;G;;
US;PCT/KR2022/014620;18696873;W;;
US;PCT/AU2022/050630;18573557;D;;
US;PCT/US2022/049033;18708201;G;;
US;PCT/EP2022/079536;18709739;R;;
US;PCT/US2022/031432;18563788;C;;
US;PCT/CN2021/139352;17623831;R;;
US;PCT/EP2022/075476;18693622;W;;
US;PCT/FR2022/052058;18706939;D;;
US;PCT/CN2022/104492;18686091;G;;
US;PCT/JP2022/024502;18575174;W;;
US;PCT/JP2022/040894;18700987;C;;
US;PCT/KR2021/016256;18721173;R;;
US;PCT/US2022/046851;18701540;W;;
US;PCT/GB2022/053005;18712285;D;;
US;PCT/US2022/048684;18707366;G;;
US;PCT/SG2022/050843;18708172;W;;
US;PCT/IB2022/060916;18701822;C;;
US;PCT/CN2022/131444;18710197;R;;
US;PCT/US2022/049925;18708272;R;;
US;PCT/EP2022/075401;18691758;W;;
US;PCT/IL2022/051062;18699280;D;;
US;PCT/SE2022/050821;18699279;G;;
US;PCT/CN2022/126595;18687413;W;;
US;PCT/IL2022/051107;18699299;C;;
US;PCT/DK2022/050211;18699289;R;;
US;PCT/EP2022/063727;18559603;W;;
US;PCT/US2022/078174;18700972;D;;
US;PCT/US2022/046253;18700172;G;;
US;PCT/US2022/049316;18708180;W;;
US;PCT/KR2023/003687;18273862;C;;
US;PCT/EP2022/077991;18699564;R;;
US;PCT/JP2022/009882;18684851;W;;
US;PCT/CN2022/074176;18705929;D;;
US;PCT/EP2022/079336;18701341;G;;
US;PCT/JP2022/019943;18580736;W;;
US;PCT/EP2022/080204;18703792;C;;
US;PCT/US2022/079475;18708116;R;;
US;PCT/JP2021/042426;18701648;W;;
US;PCT/US2022/047422;18703051;D;;
US;PCT/US2022/049102;18708430;G;;
US;PCT/KR2021/014409;18701349;W;;
US;PCT/EP2021/080438;18251563;C;;
US;PCT/US2022/079322;18707560;R;;
US;PCT/KR2022/010184;18702727;R;;
US;PCT/IB2023/050262;18728048;W;;
US;PCT/CN2022/141945;18699296;D;;
US;PCT/GB2022/052529;18699287;G;;
US;PCT/IB2022/059889;18703054;W;;
US;PCT/CN2022/122522;18696250;C;;
US;PCT/GB2022/052690;18699286;R;;
US;PCT/EP2022/079853;18692881;W;;
US;PCT/JP2022/032679;18687915;D;;
US;PCT/CA2022/051495;18699561;G;;
US;PCT/EP2022/083779;18702930;W;;
US;PCT/CN2022/116247;18274486;C;;
US;PCT/CN2022/110196;18687755;R;;
US;PCT/CN2022/080619;18694267;W;;
US;PCT/JP2021/043423;18574772;D;;
US;PCT/EP2022/051328;18274008;G;;
US;PCT/US2022/080229;18708199;W;;
US;PCT/US2022/077864;18689053;C;;
US;PCT/US2022/024374;18274064;R;;
US;PCT/US2024/012900;18686587;W;;
US;PCT/CA2022/051139;18291069;D;;
US;PCT/US2022/048267;18704332;G;;
US;PCT/CN2022/111140;18687753;W;;
US;PCT/AU2022/051234;18700990;R;;
US;PCT/JP2022/042425;18710852;W;;
US;PCT/CN2022/110364;18294838;D;;
US;PCT/KR2022/012369;18684369;G;;
US;PCT/CN2022/121654;18692183;W;;
US;PCT/US2022/047882;18704038;R;;
US;PCT/US2022/044914;18695709;W;;
US;PCT/US2022/047764;18704112;D;;
US;PCT/JP2021/031611;18683991;G;;
US;PCT/EP2022/076943;18698779;W;;
US;PCT/SE2021/050751;18290867;R;;
US;PCT/CN2022/071224;17637823;C;;
US;PCT/CN2022/108627;18684150;D;;
US;PCT/AU2022/051281;18705093;G;;
US;PCT/EP2022/079665;18704118;W;;
US;PCT/CN2022/130748;18687817;R;;
US;PCT/EP2022/082177;18708248;C;;
US;PCT/CN2023/132628;18693524;D;;
US;PCT/AU2022/050991;18685620;G;;
US;PCT/JP2022/028573;18685677;R;;
US;PCT/US2021/047950;18686965;C;;
US;PCT/IL2022/051065;18699390;D;;
US;PCT/JP2022/011934;18686280;G;;
US;PCT/FR2022/051815;18696160;R;;
US;PCT/EP2022/078958;18706946;C;;
US;PCT/CN2022/093212;18274487;D;;
US;PCT/CN2022/084883;18274574;G;;
US;PCT/CN2021/120571;18273918;R;;
US;PCT/EP2022/078331;18698639;C;;
US;PCT/US2022/076402;18693355;D;;
US;PCT/IB2021/059579;18692863;G;;
US;PCT/US2022/076136;18690067;C;;
US;PCT/US2021/052195;18689048;R;;
US;PCT/EP2022/078494;18699740;C;;
US;PCT/EP2022/066310;18570228;D;;
US;PCT/US2022/075127;18685081;G;;
US;PCT/IB2022/000530;18690294;C;;
US;PCT/EP2022/071657;18689892;R;;
US;PCT/JP2022/031078;18692591;C;;
US;PCT/US2022/040774;18685310;D;;
US;PCT/US2022/043324;18685291;G;;
US;PCT/US2022/078327;18702258;C;;
US;PCT/US2022/039793;18682751;R;;
US;PCT/SE2021/050894;18692548;C;;
US;PCT/IB2022/057659;18684733;D;;
US;PCT/KR2022/016823;18705829;G;;
US;PCT/EP2022/071347;18684079;W;;
US;PCT/CN2021/138166;17622125;D;;
US;PCT/US2021/040995;18575181;G;;
US;PCT/JP2021/031861;18684807;R;;
US;PCT/JP2021/039784;18698924;C;;
US;PCT/JP2022/027264;18683720;D;;
US;PCT/CN2021/117697;18690330;G;;
US;PCT/EP2022/079936;18705033;W;;
US;PCT/CN2022/111052;18561697;D;;
US;PCT/JP2022/047437;18716318;G;;
US;PCT/EP2022/085145;18719606;R;;
US;PCT/AU2021/051256;18705255;C;;
US;PCT/KR2022/013997;18030354;R;;
US;PCT/JP2022/030500;18704808;W;;
US;PCT/EP2022/071451;18294907;D;;
