sep=;
Office Code;IA Number;National Number;Event Type;Event Date;
CN;PCT/JP2023/021087;202380036335.6;G;;
CN;PCT/JP2023/021087;202380036335.6;R;;
CN;PCT/JP2023/021087;202380036335.6;W;;
CN;PCT/JP2023/021123;202380036815.2;C;;
CN;PCT/JP2023/021123;202380036815.2;D;;
CN;PCT/JP2023/021123;202380036815.2;G;;
CN;PCT/JP2023/021123;202380036815.2;R;;
CN;PCT/JP2023/021123;202380036815.2;W;;
CN;PCT/JP2023/021385;202380033192.3;C;;
CN;PCT/JP2023/021385;202380033192.3;D;;
CN;PCT/JP2023/021385;202380033192.3;G;;
CN;PCT/JP2023/021385;202380033192.3;R;;
CN;PCT/JP2023/021385;202380033192.3;W;;
CN;PCT/JP2023/021392;202380037186.5;C;;
CN;PCT/JP2023/021392;202380037186.5;D;;
CN;PCT/JP2023/021392;202380037186.5;G;;
CN;PCT/JP2023/021392;202380037186.5;R;;
CN;PCT/JP2023/021392;202380037186.5;W;;
CN;PCT/JP2023/021701;202380036428.9;C;;
CN;PCT/JP2023/021701;202380036428.9;D;;
CN;PCT/JP2023/021701;202380036428.9;G;;
CN;PCT/JP2023/021701;202380036428.9;R;;
CN;PCT/JP2023/021701;202380036428.9;W;;
CN;PCT/JP2023/021923;202380037131.4;C;;
CN;PCT/JP2023/021923;202380037131.4;D;;
CN;PCT/JP2023/021923;202380037131.4;G;;
CN;PCT/JP2023/021923;202380037131.4;R;;
CN;PCT/JP2023/021923;202380037131.4;W;;
CN;PCT/JP2023/022129;202380036149.2;C;;
CN;PCT/JP2023/022129;202380036149.2;D;;
CN;PCT/JP2023/022129;202380036149.2;G;;
CN;PCT/JP2023/022129;202380036149.2;R;;
CN;PCT/JP2023/022129;202380036149.2;W;;
CN;PCT/JP2023/022247;202380039564.3;C;;
CN;PCT/JP2023/022247;202380039564.3;D;;
CN;PCT/JP2023/022247;202380039564.3;G;;
CN;PCT/JP2023/022247;202380039564.3;R;;
CN;PCT/JP2023/022247;202380039564.3;W;;
CN;PCT/JP2023/022276;202380035772.6;C;;
CN;PCT/JP2023/022276;202380035772.6;D;;
CN;PCT/JP2023/022276;202380035772.6;G;;
CN;PCT/JP2023/022276;202380035772.6;R;;
CN;PCT/JP2023/022276;202380035772.6;W;;
CN;PCT/JP2023/022319;202380035944.X;C;;
CN;PCT/JP2023/022319;202380035944.X;D;;
CN;PCT/JP2023/022319;202380035944.X;G;;
CN;PCT/JP2023/022319;202380035944.X;R;;
CN;PCT/JP2023/022319;202380035944.X;W;;
CN;PCT/JP2023/022448;202380035676.1;C;;
CN;PCT/JP2023/022448;202380035676.1;D;;
CN;PCT/JP2023/022448;202380035676.1;G;;
CN;PCT/JP2023/022448;202380035676.1;R;;
CN;PCT/JP2023/022448;202380035676.1;W;;
CN;PCT/JP2023/022504;202380035917.2;C;;
CN;PCT/JP2023/022504;202380035917.2;D;;
CN;PCT/JP2023/022504;202380035917.2;G;;
CN;PCT/JP2023/022504;202380035917.2;R;;
CN;PCT/JP2023/022504;202380035917.2;W;;
CN;PCT/JP2023/022869;202380035759.0;C;;
CN;PCT/JP2023/022869;202380035759.0;D;;
CN;PCT/JP2023/022869;202380035759.0;G;;
CN;PCT/JP2023/022869;202380035759.0;R;;
CN;PCT/JP2023/022869;202380035759.0;W;;
CN;PCT/JP2023/022937;202380034799.3;C;;
CN;PCT/JP2023/022937;202380034799.3;D;;
CN;PCT/JP2023/022937;202380034799.3;G;;
CN;PCT/JP2023/022937;202380034799.3;R;;
CN;PCT/JP2023/022937;202380034799.3;W;;
CN;PCT/JP2023/023219;202380036127.6;C;;
CN;PCT/JP2023/023219;202380036127.6;D;;
CN;PCT/JP2023/023219;202380036127.6;G;;
CN;PCT/JP2023/023219;202380036127.6;R;;
CN;PCT/JP2023/023219;202380036127.6;W;;
CN;PCT/JP2023/023320;202380036365.7;C;;
CN;PCT/JP2023/023320;202380036365.7;D;;
CN;PCT/JP2023/023320;202380036365.7;G;;
CN;PCT/JP2023/023320;202380036365.7;R;;
CN;PCT/JP2023/023320;202380036365.7;W;;
CN;PCT/JP2023/023321;202380036364.2;C;;
CN;PCT/JP2023/023321;202380036364.2;D;;
CN;PCT/JP2023/023321;202380036364.2;G;;
CN;PCT/JP2023/023321;202380036364.2;R;;
CN;PCT/JP2023/023321;202380036364.2;W;;
CN;PCT/JP2023/023413;202380033172.6;C;;
CN;PCT/JP2023/023413;202380033172.6;D;;
CN;PCT/JP2023/023413;202380033172.6;G;;
CN;PCT/JP2023/023413;202380033172.6;R;;
CN;PCT/JP2023/023413;202380033172.6;W;;
CN;PCT/JP2023/023580;202380036838.3;C;;
CN;PCT/JP2023/023580;202380036838.3;D;;
CN;PCT/JP2023/023580;202380036838.3;G;;
CN;PCT/JP2023/023580;202380036838.3;R;;
CN;PCT/JP2023/023580;202380036838.3;W;;
CN;PCT/JP2023/023964;202380036344.5;C;;
CN;PCT/JP2023/023964;202380036344.5;D;;
CN;PCT/JP2023/023964;202380036344.5;G;;
CN;PCT/JP2023/023964;202380036344.5;R;;
CN;PCT/JP2023/023964;202380036344.5;W;;
CN;PCT/JP2023/024335;202380037770.0;C;;
CN;PCT/JP2023/024335;202380037770.0;D;;
CN;PCT/JP2023/024335;202380037770.0;G;;
CN;PCT/JP2023/024335;202380037770.0;R;;
CN;PCT/JP2023/024335;202380037770.0;W;;
CN;PCT/JP2023/024562;202380036449.0;C;;
CN;PCT/JP2023/024562;202380036449.0;D;;
CN;PCT/JP2023/024562;202380036449.0;G;;
CN;PCT/JP2023/024562;202380036449.0;R;;
CN;PCT/JP2023/024562;202380036449.0;W;;
CN;PCT/JP2023/024568;202380036356.8;C;;
CN;PCT/JP2023/024568;202380036356.8;D;;
CN;PCT/JP2023/024568;202380036356.8;G;;
CN;PCT/JP2023/024568;202380036356.8;R;;
CN;PCT/JP2023/024568;202380036356.8;W;;
CN;PCT/JP2023/024629;202380037566.9;C;;
CN;PCT/JP2023/024629;202380037566.9;D;;
CN;PCT/JP2023/024629;202380037566.9;G;;
CN;PCT/JP2023/024629;202380037566.9;R;;
CN;PCT/JP2023/024629;202380037566.9;W;;
CN;PCT/JP2023/024634;202380034951.8;C;;
CN;PCT/JP2023/024634;202380034951.8;D;;
CN;PCT/JP2023/024634;202380034951.8;G;;
CN;PCT/JP2023/024634;202380034951.8;R;;
CN;PCT/JP2023/024634;202380034951.8;W;;
CN;PCT/JP2023/024657;202380038911.0;C;;
CN;PCT/JP2023/024657;202380038911.0;D;;
CN;PCT/JP2023/024657;202380038911.0;G;;
CN;PCT/JP2023/024657;202380038911.0;R;;
CN;PCT/JP2023/024657;202380038911.0;W;;
CN;PCT/JP2023/024696;202380035686.5;C;;
CN;PCT/JP2023/024696;202380035686.5;D;;
CN;PCT/JP2023/024696;202380035686.5;G;;
CN;PCT/JP2023/024696;202380035686.5;R;;
CN;PCT/JP2023/024696;202380035686.5;W;;
CN;PCT/JP2023/025398;202380035764.1;C;;
CN;PCT/JP2023/025398;202380035764.1;D;;
CN;PCT/JP2023/025398;202380035764.1;G;;
CN;PCT/JP2023/025398;202380035764.1;R;;
CN;PCT/JP2023/025398;202380035764.1;W;;
CN;PCT/JP2023/025510;202380035915.3;C;;
CN;PCT/JP2023/025510;202380035915.3;D;;
CN;PCT/JP2023/025510;202380035915.3;G;;
CN;PCT/JP2023/025510;202380035915.3;R;;
CN;PCT/JP2023/025510;202380035915.3;W;;
CN;PCT/JP2023/025578;202380033348.8;C;;
CN;PCT/JP2023/025578;202380033348.8;D;;
CN;PCT/JP2023/025578;202380033348.8;G;;
CN;PCT/JP2023/025578;202380033348.8;R;;
CN;PCT/JP2023/025578;202380033348.8;W;;
CN;PCT/JP2023/025941;202380032265.7;C;;
CN;PCT/JP2023/025941;202380032265.7;D;;
CN;PCT/JP2023/025941;202380032265.7;G;;
CN;PCT/JP2023/025941;202380032265.7;R;;
CN;PCT/JP2023/025941;202380032265.7;W;;
CN;PCT/JP2023/026310;202380037499.0;C;;
CN;PCT/JP2023/026310;202380037499.0;D;;
CN;PCT/JP2023/026310;202380037499.0;G;;
CN;PCT/JP2023/026310;202380037499.0;R;;
CN;PCT/JP2023/026310;202380037499.0;W;;
CN;PCT/JP2023/026346;202380037216.2;C;;
CN;PCT/JP2023/026346;202380037216.2;D;;
CN;PCT/JP2023/026346;202380037216.2;G;;
CN;PCT/JP2023/026346;202380037216.2;R;;
CN;PCT/JP2023/026346;202380037216.2;W;;
CN;PCT/JP2023/026396;202380035617.4;C;;
CN;PCT/JP2023/026396;202380035617.4;D;;
CN;PCT/JP2023/026396;202380035617.4;G;;
CN;PCT/JP2023/026396;202380035617.4;R;;
CN;PCT/JP2023/026396;202380035617.4;W;;
CN;PCT/JP2023/026417;202380035611.7;C;;
CN;PCT/JP2023/026417;202380035611.7;D;;
CN;PCT/JP2023/026417;202380035611.7;G;;
CN;PCT/JP2023/026417;202380035611.7;R;;
CN;PCT/JP2023/026417;202380035611.7;W;;
CN;PCT/JP2023/026712;202380033034.8;C;;
CN;PCT/JP2023/026712;202380033034.8;D;;
CN;PCT/JP2023/026712;202380033034.8;G;;
CN;PCT/JP2023/026712;202380033034.8;R;;
CN;PCT/JP2023/026712;202380033034.8;W;;
CN;PCT/JP2023/027415;202380037009.7;C;;
CN;PCT/JP2023/027415;202380037009.7;D;;
CN;PCT/JP2023/027415;202380037009.7;G;;
CN;PCT/JP2023/027415;202380037009.7;R;;
CN;PCT/JP2023/027415;202380037009.7;W;;
CN;PCT/JP2023/027426;202380037183.1;C;;
CN;PCT/JP2023/027426;202380037183.1;D;;
CN;PCT/JP2023/027426;202380037183.1;G;;
CN;PCT/JP2023/027426;202380037183.1;R;;
CN;PCT/JP2023/027426;202380037183.1;W;;
CN;PCT/JP2023/027924;202380035396.0;C;;
CN;PCT/JP2023/027924;202380035396.0;D;;
CN;PCT/JP2023/027924;202380035396.0;G;;
CN;PCT/JP2023/027924;202380035396.0;R;;
CN;PCT/JP2023/027924;202380035396.0;W;;
CN;PCT/JP2023/028007;202380038822.6;C;;
CN;PCT/JP2023/028007;202380038822.6;D;;
CN;PCT/JP2023/028007;202380038822.6;G;;
CN;PCT/JP2023/028007;202380038822.6;R;;
CN;PCT/JP2023/028007;202380038822.6;W;;
CN;PCT/JP2023/028868;202380036232.X;C;;
CN;PCT/JP2023/028868;202380036232.X;D;;
CN;PCT/JP2023/028868;202380036232.X;G;;
CN;PCT/JP2023/028868;202380036232.X;R;;
CN;PCT/JP2023/028868;202380036232.X;W;;
CN;PCT/JP2023/028886;202380037783.8;C;;
CN;PCT/JP2023/028886;202380037783.8;D;;
CN;PCT/JP2023/028886;202380037783.8;G;;
CN;PCT/JP2023/028886;202380037783.8;R;;
CN;PCT/JP2023/028886;202380037783.8;W;;
CN;PCT/JP2023/028887;202380037784.2;C;;
CN;PCT/JP2023/028887;202380037784.2;D;;
CN;PCT/JP2023/028887;202380037784.2;G;;
CN;PCT/JP2023/028887;202380037784.2;R;;
CN;PCT/JP2023/028887;202380037784.2;W;;
CN;PCT/JP2023/028938;202380035904.5;C;;
CN;PCT/JP2023/028938;202380035904.5;D;;
CN;PCT/JP2023/028938;202380035904.5;G;;
CN;PCT/JP2023/028938;202380035904.5;R;;
CN;PCT/JP2023/028938;202380035904.5;W;;
CN;PCT/JP2023/028988;202380035940.1;C;;
CN;PCT/JP2023/028988;202380035940.1;D;;
CN;PCT/JP2023/028988;202380035940.1;G;;
CN;PCT/JP2023/028988;202380035940.1;R;;
CN;PCT/JP2023/028988;202380035940.1;W;;
CN;PCT/JP2023/029150;202380035263.3;C;;
CN;PCT/JP2023/029150;202380035263.3;D;;
CN;PCT/JP2023/029150;202380035263.3;G;;
CN;PCT/JP2023/029150;202380035263.3;R;;
CN;PCT/JP2023/029150;202380035263.3;W;;
CN;PCT/JP2023/029170;202380035264.8;C;;
CN;PCT/JP2023/029170;202380035264.8;D;;
CN;PCT/JP2023/029170;202380035264.8;G;;
CN;PCT/JP2023/029170;202380035264.8;R;;
CN;PCT/JP2023/029170;202380035264.8;W;;
CN;PCT/JP2023/029238;202380036833.0;C;;
CN;PCT/JP2023/029238;202380036833.0;D;;
CN;PCT/JP2023/029238;202380036833.0;G;;
CN;PCT/JP2023/029238;202380036833.0;R;;
CN;PCT/JP2023/029238;202380036833.0;W;;
CN;PCT/JP2023/029259;202380037574.3;C;;
CN;PCT/JP2023/029259;202380037574.3;D;;
CN;PCT/JP2023/029259;202380037574.3;G;;
CN;PCT/JP2023/029259;202380037574.3;R;;
CN;PCT/JP2023/029259;202380037574.3;W;;
CN;PCT/JP2023/029976;202380034428.5;C;;
CN;PCT/JP2023/029976;202380034428.5;D;;
CN;PCT/JP2023/029976;202380034428.5;G;;
CN;PCT/JP2023/029976;202380034428.5;R;;
CN;PCT/JP2023/029976;202380034428.5;W;;
CN;PCT/JP2023/030517;202380039240.X;C;;
CN;PCT/JP2023/030517;202380039240.X;D;;
CN;PCT/JP2023/030517;202380039240.X;G;;
CN;PCT/JP2023/030517;202380039240.X;R;;
CN;PCT/JP2023/030517;202380039240.X;W;;
CN;PCT/JP2023/030793;202380032745.3;C;;
CN;PCT/JP2023/030793;202380032745.3;D;;
CN;PCT/JP2023/030793;202380032745.3;G;;
CN;PCT/JP2023/030793;202380032745.3;R;;
CN;PCT/JP2023/030793;202380032745.3;W;;
CN;PCT/JP2023/030900;202380034685.9;C;;
CN;PCT/JP2023/030900;202380034685.9;D;;
CN;PCT/JP2023/030900;202380034685.9;G;;
CN;PCT/JP2023/030900;202380034685.9;R;;
CN;PCT/JP2023/030900;202380034685.9;W;;
CN;PCT/JP2023/030935;202380036418.5;C;;
CN;PCT/JP2023/030935;202380036418.5;D;;
CN;PCT/JP2023/030935;202380036418.5;G;;
CN;PCT/JP2023/030935;202380036418.5;R;;
CN;PCT/JP2023/030935;202380036418.5;W;;
CN;PCT/JP2023/031096;202380034452.9;C;;
CN;PCT/JP2023/031096;202380034452.9;D;;
CN;PCT/JP2023/031096;202380034452.9;G;;
CN;PCT/JP2023/031096;202380034452.9;R;;
CN;PCT/JP2023/031096;202380034452.9;W;;
CN;PCT/JP2023/031187;202380036393.9;C;;
CN;PCT/JP2023/031187;202380036393.9;D;;
CN;PCT/JP2023/031187;202380036393.9;G;;
CN;PCT/JP2023/031187;202380036393.9;R;;
CN;PCT/JP2023/031187;202380036393.9;W;;
CN;PCT/JP2023/031205;202380037450.5;C;;
CN;PCT/JP2023/031205;202380037450.5;D;;
CN;PCT/JP2023/031205;202380037450.5;G;;
CN;PCT/JP2023/031205;202380037450.5;R;;
CN;PCT/JP2023/031205;202380037450.5;W;;
CN;PCT/JP2023/031639;202380036144.X;C;;
CN;PCT/JP2023/031639;202380036144.X;D;;
CN;PCT/JP2023/031639;202380036144.X;G;;
CN;PCT/JP2023/031639;202380036144.X;R;;
CN;PCT/JP2023/031639;202380036144.X;W;;
CN;PCT/JP2023/031813;202380040048.2;C;;
CN;PCT/JP2023/031813;202380040048.2;D;;
CN;PCT/JP2023/031813;202380040048.2;G;;
CN;PCT/JP2023/031813;202380040048.2;R;;
CN;PCT/JP2023/031813;202380040048.2;W;;
CN;PCT/JP2023/032010;202380036148.8;C;;
CN;PCT/JP2023/032010;202380036148.8;D;;
CN;PCT/JP2023/032010;202380036148.8;G;;
CN;PCT/JP2023/032010;202380036148.8;R;;
CN;PCT/JP2023/032010;202380036148.8;W;;
CN;PCT/JP2023/032012;202380036147.3;C;;
CN;PCT/JP2023/032012;202380036147.3;D;;
CN;PCT/JP2023/032012;202380036147.3;G;;
CN;PCT/JP2023/032012;202380036147.3;R;;
CN;PCT/JP2023/032012;202380036147.3;W;;
CN;PCT/JP2023/032021;202380036145.4;C;;
CN;PCT/JP2023/032021;202380036145.4;D;;
CN;PCT/JP2023/032021;202380036145.4;G;;
CN;PCT/JP2023/032021;202380036145.4;R;;
CN;PCT/JP2023/032021;202380036145.4;W;;
CN;PCT/JP2023/032066;202380030229.7;C;;
CN;PCT/JP2023/032066;202380030229.7;D;;
CN;PCT/JP2023/032066;202380030229.7;G;;
CN;PCT/JP2023/032066;202380030229.7;R;;
CN;PCT/JP2023/032066;202380030229.7;W;;
CN;PCT/JP2023/032308;202380039487.1;C;;
CN;PCT/JP2023/032308;202380039487.1;D;;
CN;PCT/JP2023/032308;202380039487.1;G;;
CN;PCT/JP2023/032308;202380039487.1;R;;
CN;PCT/JP2023/032308;202380039487.1;W;;
CN;PCT/JP2023/032671;202380035800.4;C;;
CN;PCT/JP2023/032671;202380035800.4;D;;
CN;PCT/JP2023/032671;202380035800.4;G;;
CN;PCT/JP2023/032671;202380035800.4;R;;
CN;PCT/JP2023/032671;202380035800.4;W;;
CN;PCT/JP2023/034417;202380034706.7;C;;
CN;PCT/JP2023/034417;202380034706.7;D;;
CN;PCT/JP2023/034417;202380034706.7;G;;
CN;PCT/JP2023/034417;202380034706.7;R;;
CN;PCT/JP2023/034417;202380034706.7;W;;
CN;PCT/JP2023/035034;202380033753.X;C;;
CN;PCT/JP2023/035034;202380033753.X;D;;
CN;PCT/JP2023/035034;202380033753.X;G;;
CN;PCT/JP2023/035034;202380033753.X;R;;
CN;PCT/JP2023/035034;202380033753.X;W;;
CN;PCT/JP2023/035696;202380036399.6;C;;
CN;PCT/JP2023/035696;202380036399.6;D;;
CN;PCT/JP2023/035696;202380036399.6;G;;
CN;PCT/JP2023/035696;202380036399.6;R;;
CN;PCT/JP2023/035696;202380036399.6;W;;
CN;PCT/JP2023/035716;202380036351.5;C;;
CN;PCT/JP2023/035716;202380036351.5;D;;
CN;PCT/JP2023/035716;202380036351.5;G;;
CN;PCT/JP2023/035716;202380036351.5;R;;
CN;PCT/JP2023/035716;202380036351.5;W;;
CN;PCT/JP2023/036103;202380035612.1;C;;
CN;PCT/JP2023/036103;202380035612.1;D;;
CN;PCT/JP2023/036103;202380035612.1;G;;
CN;PCT/JP2023/036103;202380035612.1;R;;
CN;PCT/JP2023/036103;202380035612.1;W;;
CN;PCT/JP2023/036107;202380035613.6;C;;
CN;PCT/JP2023/036107;202380035613.6;D;;
CN;PCT/JP2023/036107;202380035613.6;G;;
CN;PCT/JP2023/036107;202380035613.6;R;;
CN;PCT/JP2023/036107;202380035613.6;W;;
CN;PCT/JP2023/036193;202380036047.0;C;;
CN;PCT/JP2023/036193;202380036047.0;D;;
CN;PCT/JP2023/036193;202380036047.0;G;;
CN;PCT/JP2023/036193;202380036047.0;R;;
CN;PCT/JP2023/036193;202380036047.0;W;;
CN;PCT/JP2023/036605;202380036860.8;C;;
CN;PCT/JP2023/036605;202380036860.8;D;;
CN;PCT/JP2023/036605;202380036860.8;G;;
CN;PCT/JP2023/036605;202380036860.8;R;;
CN;PCT/JP2023/036605;202380036860.8;W;;
CN;PCT/JP2023/036611;202380036436.3;C;;
CN;PCT/JP2023/036611;202380036436.3;D;;
CN;PCT/JP2023/036611;202380036436.3;G;;
CN;PCT/JP2023/036611;202380036436.3;R;;
CN;PCT/JP2023/036611;202380036436.3;W;;
CN;PCT/JP2023/036618;202380036437.8;C;;
CN;PCT/JP2023/036618;202380036437.8;D;;
CN;PCT/JP2023/036618;202380036437.8;G;;
CN;PCT/JP2023/036618;202380036437.8;R;;
CN;PCT/JP2023/036618;202380036437.8;W;;
CN;PCT/JP2023/036619;202380036146.9;C;;
CN;PCT/JP2023/036619;202380036146.9;D;;
CN;PCT/JP2023/036619;202380036146.9;G;;
CN;PCT/JP2023/036619;202380036146.9;R;;
CN;PCT/JP2023/036619;202380036146.9;W;;
CN;PCT/JP2023/036705;202380036348.3;C;;
CN;PCT/JP2023/036705;202380036348.3;D;;
CN;PCT/JP2023/036705;202380036348.3;G;;
CN;PCT/JP2023/036705;202380036348.3;R;;
CN;PCT/JP2023/036705;202380036348.3;W;;
CN;PCT/JP2023/036708;202380036239.1;C;;
CN;PCT/JP2023/036708;202380036239.1;D;;
CN;PCT/JP2023/036708;202380036239.1;G;;
CN;PCT/JP2023/036708;202380036239.1;R;;
CN;PCT/JP2023/036708;202380036239.1;W;;
CN;PCT/JP2023/036710;202380036744.6;C;;
CN;PCT/JP2023/036710;202380036744.6;D;;
CN;PCT/JP2023/036710;202380036744.6;G;;
CN;PCT/JP2023/036710;202380036744.6;R;;
CN;PCT/JP2023/036710;202380036744.6;W;;
CN;PCT/JP2023/036711;202380037107.0;C;;
CN;PCT/JP2023/036711;202380037107.0;D;;
CN;PCT/JP2023/036711;202380037107.0;G;;
CN;PCT/JP2023/036711;202380037107.0;R;;
CN;PCT/JP2023/036711;202380037107.0;W;;
CN;PCT/JP2023/036714;202380036087.5;C;;
CN;PCT/JP2023/036714;202380036087.5;D;;
CN;PCT/JP2023/036714;202380036087.5;G;;
CN;PCT/JP2023/036714;202380036087.5;R;;
CN;PCT/JP2023/036714;202380036087.5;W;;
CN;PCT/JP2023/036836;202380036569.0;C;;
CN;PCT/JP2023/036836;202380036569.0;D;;
CN;PCT/JP2023/036836;202380036569.0;G;;
CN;PCT/JP2023/036836;202380036569.0;R;;
CN;PCT/JP2023/036836;202380036569.0;W;;
CN;PCT/JP2023/037355;202380036431.0;C;;
CN;PCT/JP2023/037355;202380036431.0;D;;
CN;PCT/JP2023/037355;202380036431.0;G;;
CN;PCT/JP2023/037355;202380036431.0;R;;
CN;PCT/JP2023/037355;202380036431.0;W;;
CN;PCT/JP2023/037356;202380034899.6;C;;
CN;PCT/JP2023/037356;202380034899.6;D;;
CN;PCT/JP2023/037356;202380034899.6;G;;
CN;PCT/JP2023/037356;202380034899.6;R;;
CN;PCT/JP2023/037356;202380034899.6;W;;
CN;PCT/JP2023/038657;202380037108.5;C;;
CN;PCT/JP2023/038657;202380037108.5;D;;
CN;PCT/JP2023/038657;202380037108.5;G;;
CN;PCT/JP2023/038657;202380037108.5;R;;
CN;PCT/JP2023/038657;202380037108.5;W;;
CN;PCT/JP2023/038820;202380016079.4;C;;
CN;PCT/JP2023/038820;202380016079.4;D;;
CN;PCT/JP2023/038820;202380016079.4;G;;
CN;PCT/JP2023/038820;202380016079.4;R;;
CN;PCT/JP2023/038820;202380016079.4;W;;
CN;PCT/JP2023/038987;202380034953.7;C;;
CN;PCT/JP2023/038987;202380034953.7;D;;
CN;PCT/JP2023/038987;202380034953.7;G;;
CN;PCT/JP2023/038987;202380034953.7;R;;
CN;PCT/JP2023/038987;202380034953.7;W;;
CN;PCT/JP2023/039354;202380037127.8;C;;
CN;PCT/JP2023/039354;202380037127.8;D;;
CN;PCT/JP2023/039354;202380037127.8;G;;
CN;PCT/JP2023/039354;202380037127.8;R;;
CN;PCT/JP2023/039354;202380037127.8;W;;
CN;PCT/JP2023/039704;202380014131.2;C;;
CN;PCT/JP2023/039704;202380014131.2;D;;
CN;PCT/JP2023/039704;202380014131.2;G;;
CN;PCT/JP2023/039704;202380014131.2;R;;
CN;PCT/JP2023/039704;202380014131.2;W;;
CN;PCT/JP2023/039789;202380036523.9;C;;
CN;PCT/JP2023/039789;202380036523.9;D;;
CN;PCT/JP2023/039789;202380036523.9;G;;
CN;PCT/JP2023/039789;202380036523.9;R;;
CN;PCT/JP2023/039789;202380036523.9;W;;
CN;PCT/JP2023/040068;202380035607.0;C;;
CN;PCT/JP2023/040068;202380035607.0;D;;
CN;PCT/JP2023/040068;202380035607.0;G;;
CN;PCT/JP2023/040068;202380035607.0;R;;
CN;PCT/JP2023/040068;202380035607.0;W;;
CN;PCT/JP2023/040590;202380036253.1;C;;
CN;PCT/JP2023/040590;202380036253.1;D;;
CN;PCT/JP2023/040590;202380036253.1;G;;
CN;PCT/JP2023/040590;202380036253.1;R;;
CN;PCT/JP2023/040590;202380036253.1;W;;
CN;PCT/JP2023/041043;202380033588.8;C;;
CN;PCT/JP2023/041043;202380033588.8;D;;
CN;PCT/JP2023/041043;202380033588.8;G;;
CN;PCT/JP2023/041043;202380033588.8;R;;
CN;PCT/JP2023/041043;202380033588.8;W;;
CN;PCT/JP2023/041678;202380035207.X;C;;
CN;PCT/JP2023/041678;202380035207.X;D;;
CN;PCT/JP2023/041678;202380035207.X;G;;
CN;PCT/JP2023/041678;202380035207.X;R;;
CN;PCT/JP2023/041678;202380035207.X;W;;
CN;PCT/JP2023/043611;202380037134.8;C;;
CN;PCT/JP2023/043611;202380037134.8;D;;
CN;PCT/JP2023/043611;202380037134.8;G;;
CN;PCT/JP2023/043611;202380037134.8;R;;
