sep=;
Office Code;IA Number;National Number;Event Type;Event Date;
EP;PCT/US2023/020671;2023799912;R;;
EP;PCT/IN2023/050274;2023774172;G;;
EP;PCT/IB2023/052388;2023713165;C;;
EP;PCT/IB2023/052826;2023774114;D;;
EP;PCT/EP2024/062603;2024725429;R;;
EP;PCT/JP2023/011072;2023774917;G;;
EP;PCT/EP2023/057473;2023715069;C;;
EP;PCT/JP2023/011340;2023774982;D;;
EP;PCT/JP2022/045302;2022933649;W;;
EP;PCT/US2023/015747;2023775537;G;;
EP;PCT/IB2023/052616;2023717641;C;;
EP;PCT/US2023/015870;2023775584;D;;
EP;PCT/EP2023/053414;2023705228;W;;
EP;PCT/JP2023/005971;2023779024;G;;
EP;PCT/US2023/020767;2023728892;C;;
EP;PCT/JP2023/007383;2023788050;D;;
EP;PCT/EP2023/056275;2023711681;W;;
EP;PCT/CN2023/100447;2023823221;G;;
EP;PCT/ES2023/070171;2023774063;C;;
EP;PCT/DZ2023/050005;2023830559;D;;
EP;PCT/IB2023/052162;2023712952;W;;
EP;PCT/EP2022/057682;2022717589;R;;
EP;PCT/JP2023/010555;2023774797;C;;
EP;PCT/EP2023/056729;2023714474;W;;
EP;PCT/IB2023/052820;2023715607;W;;
EP;PCT/CN2022/088026;2022937833;R;;
EP;PCT/US2023/015664;2023775515;C;;
EP;PCT/EP2023/059342;2023717928;W;;
EP;PCT/EP2023/055033;2023707399;R;;
EP;PCT/CN2022/082112;2022819144;G;;
EP;PCT/US2023/064806;2023775869;C;;
EP;PCT/EP2023/073536;2023764588;W;;
EP;PCT/EP2023/056872;2023712234;R;;
EP;PCT/CN2022/095051;2022943122;G;;
EP;PCT/US2023/022373;2023812347;C;;
EP;PCT/JP2023/007890;2023774436;W;;
EP;PCT/GB2023/050636;2023713138;R;;
EP;PCT/EP2023/056643;2023710907;G;;
EP;PCT/CN2022/082359;2022932601;D;;
EP;PCT/JP2023/011166;2023774934;W;;
EP;PCT/IB2023/052575;2023715233;R;;
EP;PCT/EP2023/057241;2023712892;G;;
EP;PCT/US2022/042361;2022933849;D;;
EP;PCT/US2023/016058;2023775655;W;;
EP;PCT/US2023/064876;2023718150;R;;
EP;PCT/GB2023/050652;2023714263;G;;
EP;PCT/EP2023/055615;2023708506;D;;
EP;PCT/JP2023/014759;2023788339;W;;
EP;PCT/US2023/020245;2023731391;R;;
EP;PCT/US2023/015864;2023716741;G;;
EP;PCT/IB2023/051406;2023711762;D;;
EP;PCT/US2023/085387;2023848411;W;;
EP;PCT/IB2023/052385;2023712619;D;;
EP;PCT/JP2023/002306;2023774222;R;;
EP;PCT/IS2023/050003;2023720189;G;;
EP;PCT/US2022/034472;2022751184;C;;
EP;PCT/IB2023/052530;2023714104;D;;
EP;PCT/JP2023/011134;2023774923;R;;
EP;PCT/CN2022/093729;2022942056;C;;
EP;PCT/US2023/015635;2023716062;D;;
EP;PCT/US2023/015762;2023775542;R;;
EP;PCT/EP2023/056288;2023710029;C;;
EP;PCT/US2023/015958;2023719516;D;;
EP;PCT/JP2023/010132;2023779627;R;;
EP;PCT/CA2023/050361;2023773386;G;;
EP;PCT/EP2023/057226;2023712291;C;;
EP;PCT/CN2023/077680;2023773534;D;;
EP;PCT/JP2023/010225;2023823470;R;;
EP;PCT/JP2023/007515;2023774409;G;;
EP;PCT/GB2023/050610;2023713737;C;;
EP;PCT/JP2023/008576;2023774511;D;;
EP;PCT/JP2022/013246;2022933275;W;;
EP;PCT/KR2023/003875;2023775330;G;;
EP;PCT/IB2023/052748;2023715256;C;;
EP;PCT/KR2023/003764;2023775289;D;;
EP;PCT/US2022/021087;2022933814;W;;
EP;PCT/US2023/015896;2023775593;G;;
EP;PCT/TH2023/000003;2023718371;C;;
EP;PCT/US2023/015966;2023775625;D;;
EP;PCT/EP2023/053820;2023705989;W;;
EP;PCT/CN2023/090571;2023795402;G;;
EP;PCT/CN2023/109036;2023761419;C;;
EP;PCT/CA2023/050557;2023794630;D;;
EP;PCT/IB2023/052383;2023712097;W;;
EP;PCT/KR2023/012061;2023863372;G;;
EP;PCT/JP2023/008468;2023774500;C;;
EP;PCT/CN2023/118661;2023867373;D;;
EP;PCT/EP2023/057335;2023713108;W;;
EP;PCT/EP2022/079572;2022808791;R;;
EP;PCT/KR2023/000818;2023775135;C;;
EP;PCT/IB2023/052508;2023716925;W;;
EP;PCT/CN2022/107977;2022942323;R;;
EP;PCT/CN2022/105997;2022932943;G;;
EP;PCT/US2023/016066;2023775658;C;;
EP;PCT/IB2023/054050;2023722711;W;;
EP;PCT/US2023/011777;2023708934;R;;
EP;PCT/JP2022/013508;2022933316;G;;
EP;PCT/CN2023/083096;2023790975;C;;
EP;PCT/CN2023/080294;2023773613;W;;
EP;PCT/EP2023/057156;2023712279;R;;
EP;PCT/US2023/061261;2023706518;G;;
EP;PCT/CN2023/091325;2023853946;C;;
EP;PCT/JP2023/009994;2023774684;W;;
EP;PCT/US2023/014899;2023714019;R;;
EP;PCT/EP2023/057348;2023711110;G;;
EP;PCT/EP2022/068295;2022747280;D;;
EP;PCT/US2023/010400;2023775418;W;;
EP;PCT/IL2023/050302;2023715262;R;;
EP;PCT/EP2023/057098;2023713347;G;;
EP;PCT/CN2022/093055;2022941913;D;;
EP;PCT/US2023/064745;2023775835;W;;
EP;PCT/DK2023/050043;2023719282;R;;
EP;PCT/FR2023/050330;2023714790;G;;
EP;PCT/EP2023/055528;2023709665;D;;
EP;PCT/CN2023/090948;2023802662;W;;
EP;PCT/CA2023/050365;2023773390;R;;
EP;PCT/US2023/064752;2023717377;G;;
EP;PCT/CN2023/133280;2023922419;W;;
EP;PCT/AT2023/060082;2023713268;D;;
EP;PCT/JP2023/007651;2023774414;R;;
EP;PCT/JP2022/013238;2022932498;C;;
EP;PCT/NL2023/050146;2023714368;D;;
EP;PCT/KR2023/003908;2023775342;R;;
EP;PCT/CN2022/137198;2022967557;C;;
EP;PCT/US2023/015737;2023717316;D;;
EP;PCT/US2023/015919;2023775603;R;;
EP;PCT/US2023/016194;2023720404;G;;
EP;PCT/US2023/012130;2023710497;C;;
EP;PCT/EP2023/064313;2023727622;D;;
EP;PCT/KR2023/004765;2023792080;R;;
EP;PCT/CN2023/080879;2023773631;G;;
EP;PCT/EP2023/057255;2023712547;C;;
EP;PCT/CN2023/083033;2023773894;D;;
EP;PCT/KR2023/014052;2023875110;R;;
EP;PCT/JP2023/009753;2023774662;G;;
EP;PCT/GB2023/050680;2023714089;C;;
EP;PCT/JP2023/010399;2023774764;D;;
EP;PCT/US2022/028619;2022726924;W;;
EP;PCT/EP2023/052453;2023703045;C;;
EP;PCT/IT2023/050085;2023716936;D;;
EP;PCT/US2023/015948;2023775618;R;;
EP;PCT/EP2023/060277;2023721338;G;;
EP;PCT/US2023/062460;2023711341;C;;
EP;PCT/EP2023/061642;2023723197;D;;
EP;PCT/CN2023/089665;2023795203;R;;
EP;PCT/CN2023/083515;2023773982;G;;
EP;PCT/EP2023/057332;2023712900;C;;
EP;PCT/CN2023/082829;2023773863;D;;
EP;PCT/KR2023/019333;2023907478;R;;
EP;PCT/JP2023/010215;2023774715;G;;
EP;PCT/EP2023/057123;2023714648;C;;
EP;PCT/JP2023/010943;2023774882;D;;
EP;PCT/US2022/080725;2022843965;W;;
EP;PCT/US2023/013646;2023775435;G;;
EP;PCT/IB2023/052618;2023717243;C;;
EP;PCT/US2023/015620;2023775504;D;;
EP;PCT/CN2022/122572;2022951743;W;;
EP;PCT/US2023/064691;2023775815;G;;
EP;PCT/US2023/016106;2023720686;C;;
EP;PCT/US2023/064791;2023775861;D;;
EP;PCT/EP2023/056145;2023710347;W;;
EP;PCT/JP2023/003986;2023795846;G;;
EP;PCT/CA2023/050390;2023773409;C;;
EP;PCT/KR2023/006562;2023816257;D;;
EP;PCT/US2023/014009;2023712674;W;;
EP;PCT/CN2024/098030;2024749136;G;;
EP;PCT/JP2023/009744;2023774660;C;;
EP;PCT/IL2023/050295;2023714118;W;;
EP;PCT/GB2023/050730;2023715216;W;;
EP;PCT/JP2022/047294;2022933677;R;;
EP;PCT/US2023/015151;2023775466;C;;
EP;PCT/US2023/016155;2023717338;W;;
EP;PCT/EP2023/054358;2023705591;R;;
EP;PCT/EP2022/081950;2022817719;G;;
EP;PCT/US2023/063209;2023775780;C;;
EP;PCT/US2023/020162;2023727139;W;;
EP;PCT/EP2023/056981;2023711498;R;;
EP;PCT/CN2022/089575;2022938997;G;;
EP;PCT/JP2023/016018;2023803397;C;;
EP;PCT/JP2023/002758;2023774235;W;;
EP;PCT/EP2023/056813;2023713065;R;;
EP;PCT/EP2023/055540;2023709668;G;;
EP;PCT/CN2024/070505;2024724923;C;;
EP;PCT/JP2023/010979;2023774897;W;;
EP;PCT/NL2023/050141;2023714363;R;;
EP;PCT/FR2023/050271;2023712311;G;;
EP;PCT/JP2022/013610;2022933343;D;;
EP;PCT/US2023/015708;2023775527;W;;
EP;PCT/US2023/064699;2023717000;R;;
EP;PCT/EP2023/057162;2023713636;G;;
EP;PCT/EP2023/051859;2023702297;D;;
EP;PCT/US2023/064868;2023775894;W;;
EP;PCT/EP2023/060397;2023723137;R;;
EP;PCT/GB2023/050729;2023715582;G;;
EP;PCT/FR2023/050251;2023711509;D;;
EP;PCT/JP2023/014825;2023807337;W;;
EP;PCT/EP2023/057121;2023712529;D;;
EP;PCT/CN2023/082895;2023773873;R;;
EP;PCT/US2023/064836;2023718703;G;;
EP;PCT/CN2022/081987;2022714346;C;;
EP;PCT/DK2023/050046;2023713577;D;;
EP;PCT/JP2023/009571;2023774638;R;;
EP;PCT/KR2022/095061;2022933792;C;;
EP;PCT/US2023/064313;2023715713;D;;
EP;PCT/US2023/013247;2023775430;R;;
EP;PCT/IB2023/051165;2023706857;C;;
EP;PCT/US2023/015827;2023718099;D;;
EP;PCT/US2023/064700;2023775818;R;;
EP;PCT/EP2023/064758;2023731576;G;;
EP;PCT/EP2023/057117;2023712037;C;;
EP;PCT/CN2023/077719;2023759213;D;;
EP;PCT/JP2023/014902;2023803329;R;;
EP;PCT/IB2023/052149;2023774081;G;;
EP;PCT/EP2023/057281;2023713103;C;;
EP;PCT/IL2023/050287;2023774147;D;;
EP;PCT/CN2024/101595;2024790092;R;;
EP;PCT/JP2023/011208;2023774949;G;;
EP;PCT/EP2023/057518;2023715074;C;;
EP;PCT/KR2023/003696;2023775252;D;;
EP;PCT/JP2022/042988;2022933623;W;;
EP;PCT/US2023/015834;2023775573;G;;
EP;PCT/EP2023/059343;2023717929;C;;
EP;PCT/US2023/016026;2023775645;D;;
EP;PCT/EP2023/053771;2023704216;W;;
EP;PCT/EP2023/076671;2023782823;G;;
EP;PCT/US2023/019438;2023724999;C;;
EP;PCT/US2023/016894;2023781807;D;;
EP;PCT/EP2023/056588;2023711467;W;;
EP;PCT/CN2023/091232;2023825956;G;;
EP;PCT/IN2023/050258;2023774161;C;;
EP;PCT/EP2023/087689;2023836882;D;;
EP;PCT/EP2023/057092;2023713083;W;;
EP;PCT/EP2022/057302;2022717110;R;;
EP;PCT/JP2023/011056;2023774912;C;;
EP;PCT/NL2023/050143;2023714365;W;;
EP;PCT/EP2023/057507;2023715442;W;;
EP;PCT/US2022/021520;2022933826;R;;
EP;PCT/US2023/015739;2023775533;C;;
EP;PCT/US2023/064273;2023719221;W;;
EP;PCT/US2023/061074;2023707593;R;;
EP;PCT/CN2022/082808;2022932676;G;;
EP;PCT/JP2023/002517;2023778799;C;;
EP;PCT/AU2023/050213;2023773367;W;;
EP;PCT/EP2023/056699;2023712202;R;;
EP;PCT/EP2023/050060;2023700397;G;;
EP;PCT/US2023/024674;2023820391;C;;
EP;PCT/JP2023/008108;2023774457;W;;
EP;PCT/EP2023/057087;2023713624;R;;
EP;PCT/EP2023/055884;2023710310;G;;
EP;PCT/EP2022/057681;2022717588;D;;
EP;PCT/KR2023/003850;2023775320;W;;
EP;PCT/GB2023/050707;2023715206;R;;
EP;PCT/EP2023/056184;2023712814;G;;
EP;PCT/CN2022/086887;2022936907;D;;
EP;PCT/US2023/016133;2023775686;W;;
EP;PCT/US2023/016087;2023717743;R;;
EP;PCT/EP2023/057146;2023714649;G;;
EP;PCT/EP2023/055028;2023708466;D;;
EP;PCT/KR2023/005547;2023792260;W;;
EP;PCT/CN2023/077944;2023759247;R;;
EP;PCT/FR2023/050387;2023716640;G;;
EP;PCT/EP2023/057126;2023712039;D;;
EP;PCT/CN2023/121719;2023878935;W;;
EP;PCT/EP2023/057224;2023712542;D;;
EP;PCT/IB2023/052777;2023774108;R;;
EP;PCT/EP2022/060394;2022724013;C;;
EP;PCT/FI2023/050158;2023714079;D;;
EP;PCT/JP2023/011287;2023774969;R;;
EP;PCT/CN2022/088813;2022938816;C;;
EP;PCT/US2023/015805;2023716738;D;;
EP;PCT/US2023/015853;2023775579;R;;
EP;PCT/EP2023/055114;2023709601;C;;
EP;PCT/EP2023/060055;2023722264;D;;
EP;PCT/JP2023/013723;2023781115;R;;
EP;PCT/US2023/064341;2023771590;G;;
EP;PCT/EP2023/057152;2023712277;C;;
EP;PCT/CL2023/050025;2023773424;D;;
EP;PCT/CN2023/102737;2023830245;R;;
EP;PCT/JP2023/007174;2023774396;G;;
EP;PCT/US2023/063831;2023713822;C;;
EP;PCT/JP2023/009619;2023774647;D;;
EP;PCT/JP2022/013118;2022933258;W;;
EP;PCT/KR2023/003723;2023775270;G;;
EP;PCT/EP2023/057517;2023715446;C;;
EP;PCT/SE2023/050255;2023775390;D;;
EP;PCT/US2022/028675;2022933842;W;;
EP;PCT/US2023/015940;2023775613;G;;
EP;PCT/US2023/015625;2023718418;C;;
EP;PCT/US2023/064738;2023775830;D;;
EP;PCT/EP2023/025082;2023708410;W;;
EP;PCT/JP2023/016000;2023791960;G;;
EP;PCT/CA2023/050337;2023773383;C;;
EP;PCT/JP2023/015397;2023791843;D;;
EP;PCT/GB2023/050564;2023711759;W;;
EP;PCT/KR2023/020853;2023904079;G;;
EP;PCT/JP2023/004591;2023774291;C;;
EP;PCT/EP2024/058276;2024716288;D;;
EP;PCT/EP2023/057094;2023713627;W;;
EP;PCT/CN2022/131670;2022872258;R;;
EP;PCT/KR2023/003874;2023775329;C;;
EP;PCT/NO2023/050062;2023715979;W;;
EP;PCT/CN2022/129921;2022964038;R;;
EP;PCT/CN2022/082064;2022932553;G;;
EP;PCT/US2023/016145;2023775691;C;;
EP;PCT/US2023/016045;2023719948;W;;
EP;PCT/EP2023/056084;2023710742;R;;
EP;PCT/US2022/048487;2022933852;G;;
EP;PCT/KR2023/005238;2023792152;C;;
EP;PCT/CA2023/050383;2023773403;W;;
EP;PCT/DE2023/100179;2023712790;R;;
EP;PCT/EP2023/054795;2023706373;G;;
EP;PCT/CN2023/100541;2023858811;C;;
EP;PCT/JP2023/010371;2023774754;W;;
EP;PCT/EP2023/057560;2023713892;R;;
EP;PCT/EP2023/056251;2023711964;G;;
EP;PCT/EP2022/061052;2022725788;D;;
EP;PCT/US2023/015019;2023775461;W;;
EP;PCT/US2023/064386;2023716120;R;;
EP;PCT/EP2023/057213;2023713357;G;;
EP;PCT/JP2022/019216;2022940203;D;;
EP;PCT/US2023/062499;2023775776;W;;
EP;PCT/US2023/015843;2023718425;R;;
EP;PCT/EP2023/057809;2023714729;G;;
EP;PCT/EP2023/055164;2023709158;D;;
EP;PCT/CN2023/089047;2023802594;W;;
EP;PCT/US2023/015509;2023771454;R;;
EP;PCT/US2023/015889;2023717328;G;;
EP;PCT/JP2024/003792;2024742814;W;;
EP;PCT/EP2023/057061;2023713344;D;;
EP;PCT/JP2023/006339;2023774363;R;;
EP;PCT/EP2022/083471;2022822932;C;;
EP;PCT/CN2023/080058;2023715012;D;;
EP;PCT/KR2023/003751;2023775281;R;;
EP;PCT/US2023/064598;2023775806;W;;
EP;PCT/IL2023/050289;2023718850;R;;
EP;PCT/IB2023/052575;2023715233;G;;
EP;PCT/EP2023/056061;2023710866;D;;
EP;PCT/JP2023/014441;2023796055;W;;
EP;PCT/CN2023/081856;2023773694;R;;
EP;PCT/US2023/064876;2023718150;G;;
EP;PCT/KR2024/008072;2024737665;W;;
EP;PCT/EP2023/057558;2023713381;D;;
EP;PCT/JP2023/009554;2023774634;R;;
EP;PCT/JP2022/047079;2022933673;C;;
EP;PCT/EP2023/057077;2023715037;D;;
EP;PCT/SE2023/050233;2023775385;R;;
EP;PCT/US2023/010635;2023704569;C;;
EP;PCT/US2023/015867;2023717327;D;;
EP;PCT/US2023/063806;2023775786;R;;
EP;PCT/US2023/066247;2023728541;G;;
EP;PCT/IB2023/051881;2023711162;C;;
EP;PCT/US2023/017825;2023724465;D;;
EP;PCT/CN2023/084406;2023794914;R;;
EP;PCT/CN2023/083048;2023773900;G;;
EP;PCT/EP2023/057368;2023712910;C;;
EP;PCT/CN2023/082369;2023773760;D;;
EP;PCT/CN2023/090990;2023881153;R;;
EP;PCT/JP2023/010775;2023774838;G;;
EP;PCT/IB2023/052702;2023714337;C;;
EP;PCT/JP2023/010693;2023774823;D;;
EP;PCT/CN2022/082465;2022932615;W;;
EP;PCT/TR2023/050251;2023775413;G;;
EP;PCT/US2023/015695;2023717311;C;;
EP;PCT/US2023/015686;2023775520;D;;
EP;PCT/CN2022/117825;2022957729;W;;
EP;PCT/JP2023/013690;2023781101;G;;
EP;PCT/EP2023/060276;2023721337;C;;
EP;PCT/US2023/064810;2023775871;D;;
EP;PCT/US2023/062690;2023710644;W;;
EP;PCT/CN2023/094500;2023814953;G;;
EP;PCT/CN2023/082449;2023773774;C;;
EP;PCT/US2023/017688;2023812298;D;;
EP;PCT/EP2023/057217;2023712539;W;;
EP;PCT/CN2022/082029;2022932547;R;;
EP;PCT/JP2023/008722;2023774527;C;;
EP;PCT/FI2023/050150;2023714077;W;;
EP;PCT/EP2023/057233;2023715041;W;;
EP;PCT/JP2022/013480;2022933312;R;;
EP;PCT/US2023/013516;2023775434;C;;
EP;PCT/US2023/015610;2023717695;W;;
EP;PCT/EP2023/052593;2023704072;R;;
EP;PCT/EP2022/079572;2022808791;G;;
EP;PCT/US2023/064686;2023775814;C;;
EP;PCT/AT2023/060197;2023742181;W;;
EP;PCT/EP2023/056810;2023711486;R;;
EP;PCT/CN2022/107977;2022942323;G;;
EP;PCT/JP2023/004097;2023795847;C;;
EP;PCT/JP2023/003433;2023774254;W;;
EP;PCT/EP2023/057398;2023713111;R;;
EP;PCT/US2023/011777;2023708934;G;;
EP;PCT/CN2023/104833;2023914237;C;;
EP;PCT/JP2023/011562;2023775032;W;;
EP;PCT/EP2023/057276;2023714656;R;;
EP;PCT/EP2023/057156;2023712279;G;;
EP;PCT/JP2022/028317;2022933571;D;;
EP;PCT/US2023/015802;2023775563;W;;
EP;PCT/US2023/015819;2023716972;R;;
EP;PCT/US2023/014899;2023714019;G;;
EP;PCT/EP2023/052456;2023703047;D;;
EP;PCT/CN2023/084390;2023778208;W;;
EP;PCT/US2023/066294;2023725547;R;;
EP;PCT/IL2023/050302;2023715262;G;;
EP;PCT/EP2023/056956;2023711496;D;;
EP;PCT/EP2023/084651;2023820857;W;;
EP;PCT/FR2023/050265;2023712310;D;;
EP;PCT/CN2023/083069;2023773911;R;;
EP;PCT/DK2023/050043;2023719282;G;;
EP;PCT/EP2022/057703;2022714459;C;;
EP;PCT/EP2023/057134;2023713844;D;;
EP;PCT/JP2023/010881;2023774865;R;;
EP;PCT/US2022/021276;2022933817;C;;
EP;PCT/GB2023/050724;2023715580;D;;
EP;PCT/US2023/015511;2023775491;R;;
EP;PCT/DE2023/100116;2023707261;C;;
EP;PCT/US2023/064797;2023718585;D;;
EP;PCT/US2023/064776;2023775851;R;;
EP;PCT/US2023/021796;2023729248;G;;
EP;PCT/EP2023/056606;2023712196;C;;
EP;PCT/AU2023/050203;2023773361;D;;
EP;PCT/CN2023/095475;2023810993;R;;
EP;PCT/IL2023/050266;2023774140;G;;
EP;PCT/EP2023/057203;2023713857;C;;
EP;PCT/JP2023/005586;2023774333;D;;
EP;PCT/US2022/026935;2022724337;W;;
EP;PCT/KR2023/003441;2023775217;G;;
EP;PCT/EP2023/057247;2023715043;C;;
EP;PCT/KR2023/001062;2023775139;D;;
EP;PCT/JP2022/013044;2022933247;W;;
EP;PCT/US2023/015881;2023775589;G;;
EP;PCT/US2023/015704;2023717700;C;;
EP;PCT/US2023/016094;2023775670;D;;
EP;PCT/DE2023/100010;2023704048;W;;
EP;PCT/CN2023/087420;2023791067;G;;
EP;PCT/EP2023/071454;2023754711;C;;
EP;PCT/KR2023/004518;2023784960;D;;
EP;PCT/FI2023/050136;2023711505;W;;
EP;PCT/CN2023/107206;2023845331;G;;
EP;PCT/JP2023/001333;2023774208;C;;
EP;PCT/US2023/016126;2023865998;D;;
EP;PCT/EP2023/057457;2023713372;W;;
EP;PCT/EP2022/057551;2022717759;R;;
EP;PCT/JP2023/011200;2023774944;C;;
EP;PCT/EP2023/057034;2023714482;W;;
EP;PCT/EP2023/057262;2023715428;W;;
EP;PCT/CN2022/090640;2022939368;R;;
EP;PCT/US2023/015807;2023775565;C;;
EP;PCT/IB2023/052756;2023718673;W;;
EP;PCT/EP2023/056062;2023709720;R;;
EP;PCT/KR2022/018849;2022933780;G;;
EP;PCT/CN2023/087238;2023787625;C;;
EP;PCT/CA2023/050370;2023773394;W;;
EP;PCT/EP2023/056993;2023712251;R;;
EP;PCT/EP2023/050256;2023700611;G;;
EP;PCT/CN2023/090365;2023822796;C;;
EP;PCT/JP2023/008182;2023774467;W;;
EP;PCT/US2023/063141;2023713534;R;;
EP;PCT/EP2023/056134;2023710996;G;;
EP;PCT/EP2022/057293;2022717105;D;;
EP;PCT/KR2023/003708;2023775258;W;;
EP;PCT/EP2023/057090;2023715425;R;;
EP;PCT/EP2023/057388;2023712913;G;;
EP;PCT/US2022/021506;2022933824;D;;
EP;PCT/US2023/015927;2023775606;W;;
EP;PCT/IB2023/052754;2023718342;R;;
EP;PCT/US2023/015164;2023714424;G;;
EP;PCT/US2023/060959;2023706234;D;;
EP;PCT/CN2023/089502;2023795183;W;;
EP;PCT/US2023/022957;2023732733;R;;
EP;PCT/US2023/015607;2023716964;G;;
EP;PCT/EP2023/056635;2023712001;D;;
EP;PCT/CN2023/122094;2023896241;W;;
EP;PCT/GB2023/050582;2023712586;D;;
EP;PCT/IL2023/050284;2023774144;R;;
EP;PCT/US2022/043186;2022786603;C;;
EP;PCT/EP2023/057339;2023714497;D;;
EP;PCT/KR2023/002633;2023775182;R;;
EP;PCT/CN2022/128364;2022963181;C;;
EP;PCT/FR2023/050378;2023716633;D;;
EP;PCT/US2023/015791;2023775556;R;;
EP;PCT/EP2023/056466;2023710371;C;;
EP;PCT/US2023/015645;2023719939;D;;
EP;PCT/JP2023/006483;2023791520;R;;
EP;PCT/CN2023/070119;2023773425;G;;
EP;PCT/EP2023/057182;2023712888;C;;
EP;PCT/CA2023/050376;2023773399;D;;
EP;PCT/KR2023/009335;2023831973;R;;
EP;PCT/JP2023/007765;2023774428;G;;
EP;PCT/EP2023/057499;2023713886;C;;
EP;PCT/JP2023/010258;2023774728;D;;
EP;PCT/EP2022/064733;2022734170;W;;
EP;PCT/KR2023/003811;2023775308;G;;
EP;PCT/FR2023/000027;2023716632;C;;
EP;PCT/US2023/015487;2023775488;D;;
EP;PCT/CN2022/089026;2022938865;W;;
EP;PCT/US2023/015973;2023775628;G;;
EP;PCT/GB2023/050721;2023718799;C;;
EP;PCT/US2023/064771;2023775847;D;;
EP;PCT/FR2023/050195;2023709248;W;;
EP;PCT/CN2023/090204;2023795313;G;;
EP;PCT/US2023/015306;2023764551;C;;
EP;PCT/CN2023/092750;2023802851;D;;
EP;PCT/EP2023/057019;2023712256;W;;
EP;PCT/CN2023/138211;2023874086;G;;
EP;PCT/JP2023/008328;2023774482;C;;
EP;PCT/KR2023/016206;2023928991;D;;
EP;PCT/IB2023/052825;2023713766;W;;
EP;PCT/IB2022/062937;2022859463;R;;
EP;PCT/KR2023/003720;2023775268;C;;
EP;PCT/US2023/015629;2023717299;W;;
EP;PCT/CN2022/140746;2022947771;R;;
EP;PCT/EP2022/057682;2022717589;G;;
EP;PCT/US2023/015936;2023775611;C;;
EP;PCT/US2023/015847;2023720403;W;;
EP;PCT/EP2023/056995;2023710788;R;;
EP;PCT/CN2022/088026;2022937833;G;;
EP;PCT/CN2023/088548;2023795076;C;;
EP;PCT/CN2023/082434;2023773769;W;;
EP;PCT/IB2023/052709;2023712623;R;;
EP;PCT/EP2023/055033;2023707399;G;;
EP;PCT/KR2023/020792;2023904070;C;;
EP;PCT/JP2023/009305;2023774592;W;;
EP;PCT/EP2023/057295;2023713880;R;;
EP;PCT/EP2023/056872;2023712234;G;;
EP;PCT/EP2022/065119;2022734513;D;;
EP;PCT/US2023/015427;2023775479;W;;
EP;PCT/IB2023/052776;2023716672;R;;
EP;PCT/GB2023/050636;2023713138;G;;
EP;PCT/CN2022/129897;2022964032;D;;
EP;PCT/US2023/012876;2023710542;R;;
EP;PCT/US2022/021520;2022933826;G;;
